ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
799-94-3453|2715078730539002|David|Nelson|M|92620 Maldonado Trafficway|Pittsburg|CA|94565|38.0031|-121.9172|84641|Mental health nurse|1960-10-28|380993060659|adults_50up_male_urban.json
743-49-2420|180097565783394|David|Carpenter|M|10951 Gill Plaza Suite 828|Charlotte|NC|28273|35.1287|-80.9338|790689|Administrator, local government|1956-07-04|930628587297|adults_50up_male_urban.json
494-24-8352|4830189865989|Ebony|Campos|F|4562 Shelton Lane|Baton Rouge|LA|70820|30.3795|-91.1671|378909|Psychologist, sport and exercise|1975-10-06|983562733176|adults_50up_female_urban.json
161-58-1629|180058750980203|John|Mercado|M|46907 Clark Brooks|Jackson|NJ|08527|40.121|-74.3017|54392|Oceanographer|1969-06-16|287014980259|adults_50up_male_urban.json
258-62-8109|4024440731970|Angela|Weaver|F|12036 Browning Ridge|Brewton|AL|36426|31.1294|-87.0961|16202|Building surveyor|1992-12-29|436948387914|adults_2550_female_urban.json
646-33-2054|6011666471079352|Catherine|Peterson|F|08313 Denise Club Suite 183|Crowley|TX|76036|32.5814|-97.3703|22352|Editor, magazine features|1972-02-19|361166287316|adults_50up_female_urban.json
583-06-0974|30416643086046|Charles|Mathews|M|67232 Reyes Streets|Oakland|CA|94609|37.8361|-122.2637|381459|Forensic psychologist|1972-02-17|309175334488|adults_50up_male_urban.json
040-49-0791|6011673778892149|Bryan|Wilson|M|2908 Ruiz Valleys|Oakdale|CA|95361|37.7741|-120.8377|31610|Site engineer|1961-05-15|50336991356|adults_50up_male_urban.json
672-13-7473|060456476583|Lori|Gibson|F|9033 Fuller Ways Suite 947|Miami|FL|33186|25.6694|-80.4085|1737737|Toxicologist|1974-12-14|94391204798|adults_50up_female_urban.json
022-75-9568|4784865230804536|Cory|Wiley|M|9820 Allison Alley|Vienna|VA|22181|38.8977|-77.288|63233|Aeronautical engineer|1988-09-29|430157788553|adults_2550_male_urban.json
480-45-5531|4539641638251172305|Corey|Lamb|M|72633 Amy Center|Livingston|NJ|07039|40.7896|-74.3202|29358|Further education lecturer|2000-11-11|927598561853|adults_2550_male_urban.json
654-02-8770|3511258044306579|Thomas|Martinez|M|71681 Annette Court|Moulton|TX|77975|29.57|-97.1031|1860|Professor Emeritus|1969-03-25|459558237369|adults_50up_male_rural.json
239-48-2109|2272673711070681|Jason|Newman|M|4147 Michael Rest Suite 689|San Diego|CA|92114|32.7059|-117.0524|1241364|Legal executive|2003-06-28|696606889570|young_adults_male_urban.json
191-44-2825|377689977395164|Lori|Cruz|F|237 Cory Springs|San Ramon|CA|94583|37.7562|-121.9522|73396|Adult guidance worker|1937-03-04|678097361605|adults_50up_female_urban.json
662-08-7208|4519963230477254|Michelle|Barnes|F|9533 Davis Crossroad|Sugar Land|TX|77479|29.5785|-95.6066|149159|TEFL teacher|1994-03-17|991745163845|adults_2550_female_urban.json
445-24-8971|3556603098051835|Deborah|Gonzalez|F|3568 Heather Pike|Prairieville|LA|70769|30.3073|-90.9405|36084|Research scientist (physical sciences)|1988-03-15|676212217949|adults_2550_female_urban.json
776-32-4660|30244167621877|Patrick|Allen|M|7429 Donald Pines Apt. 487|Dalton|GA|30720|34.7635|-84.9875|80496|Aeronautical engineer|1989-05-30|792868293532|adults_2550_male_urban.json
177-75-5499|2328908454826277|John|Harris|M|58128 Long Lodge|Bailey|CO|80421|39.4482|-105.4693|8042|Environmental health practitioner|1995-10-12|5437224804|adults_2550_male_urban.json
107-80-7248|3547652246968517|Jennifer|Thompson|F|1713 Watts Divide Suite 547|Ridgefield|CT|06877|41.2977|-73.4973|24677|Air cabin crew|1987-09-06|690251463560|adults_2550_female_urban.json
008-81-0377|374580766487846|Ashley|Gardner|F|27607 James Rest|San Antonio|TX|78245|29.4189|-98.6895|1595797|Historic buildings inspector/conservation officer|1992-10-04|195595637951|adults_2550_female_urban.json
895-17-4197|344881603534171|Jeff|Gallegos|M|1411 Antonio Courts Suite 739|Boston|MA|02124|42.2868|-71.071|386505|Cartographer|1999-08-16|187386654891|adults_2550_male_urban.json
519-84-3856|374801277127717|Suzanne|Cruz|F|90917 Nelson Port Suite 080|Wilmington|DE|19805|39.7434|-75.5827|215619|Engineer, agricultural|2004-08-11|872002038166|young_adults_female_urban.json
775-69-9751|3529064199658404|Brittany|Cunningham|F|4526 Peters Curve Apt. 238|Rosedale|IN|47874|39.6239|-87.3086|3414|Musician|1964-12-04|460936949877|adults_50up_female_urban.json
424-06-0220|213159801888006|Michael|Smith|M|78286 Soto Turnpike Apt. 030|Las Vegas|NM|87701|35.5949|-105.2272|20081|Programme researcher, broadcasting/film/video|1943-08-27|64727393227|adults_50up_male_urban.json
556-09-6949|3523976621541518|Vanessa|Gay|F|0272 Marie Square|Washington|DC|20008|38.9363|-77.0599|601723|Therapist, music|1996-09-13|933331842130|adults_2550_female_urban.json
159-85-9153|6011583492638985|Katherine|Pena|F|9109 Kelsey Summit Apt. 355|Cypress|TX|77429|29.9766|-95.6358|122803|Scientist, water quality|1930-06-07|384417406286|adults_50up_female_urban.json
153-66-3622|4389161905587530294|Jennifer|Nelson|F|941 Mcdonald Islands|Taunton|MA|02780|41.905|-71.1026|49036|Designer, graphic|1994-11-20|45750346831|adults_2550_female_urban.json
611-66-1571|4481189172845848744|Laurie|Williams|F|262 Reed Plains|Rogers|AR|72756|36.3363|-94.1148|71942|Advertising copywriter|1939-11-18|974871895271|adults_50up_female_urban.json
190-03-0915|213157019743575|Frank|Thomas|M|5568 Jacqueline Plaza|Greentown|PA|18426|41.3321|-75.2819|4526|Geologist, wellsite|1967-11-13|899470723166|adults_50up_male_urban.json
014-01-1703|342362424947001|Chad|Pruitt|M|067 Kyle Grove|Anaheim|CA|92804|33.8186|-117.9729|354475|Physicist, medical|1966-08-25|683117199918|adults_50up_male_urban.json
829-61-7940|4877476308357288|Lindsey|Duffy|F|006 Joseph Mount|Louisville|KY|40241|38.3045|-85.5815|736284|Information systems manager|1965-06-29|848803880446|adults_50up_female_urban.json
518-02-4328|4223059757336820|Tara|Sweeney|F|7555 Martin Loop Suite 685|Miami|FL|33161|25.8934|-80.1758|1737737|Agricultural consultant|2001-08-10|839349132188|young_adults_female_urban.json
513-62-8604|4487130002554649|Gina|Wright|F|9852 Reid Pass Suite 470|Philadelphia|PA|19133|39.9925|-75.1415|1526206|Historic buildings inspector/conservation officer|1961-01-12|132363417208|adults_50up_female_urban.json
319-48-0578|373370695118196|Jennifer|Martinez|F|9559 Martin Ports Apt. 332|Casa Grande|AZ|85122|32.8906|-111.754|62569|Homeopath|1955-12-27|674638675113|adults_50up_female_urban.json
472-60-1428|2601677436048908|Sean|Meyer|M|1436 Ruiz Rapids|Lincolnwood|IL|60712|42.008|-87.7361|12590|Engineer, land|1980-06-03|699947757417|adults_2550_male_urban.json
492-50-8467|213186161877642|Walter|Stewart|M|431 Walters Estates|Greenfield|NH|03047|42.9493|-71.8728|1767|Broadcast engineer|1984-12-23|764096963886|adults_2550_male_rural.json
578-95-0595|4531260557402849|Timothy|Howell|M|9559 Danielle Mall Apt. 307|Lawrence|KS|66046|38.9369|-95.242|94117|Scientist, marine|2000-08-31|494959639991|adults_2550_male_urban.json
112-67-3962|371234592325803|Vincent|White|M|7116 Lisa Mountain Suite 351|Raleigh|NC|27610|35.7667|-78.6008|489514|Heritage manager|1984-08-13|140002744921|adults_2550_male_urban.json
422-26-2193|30023174028106|Victor|Smith|M|3443 Joshua Mall Apt. 263|Monroe|LA|71201|32.5286|-92.1061|86622|Financial trader|1990-06-02|402543924559|adults_2550_male_urban.json
076-91-6611|4987025215143518|Karen|Banks|F|504 Herrera Extension Suite 023|West Bloomfield|MI|48323|42.5683|-83.3805|66323|Lecturer, further education|1984-05-21|718493502851|adults_2550_female_urban.json
899-22-4203|585306113903|Aaron|Diaz|M|5234 William Camp|Greensboro|NC|27403|36.0641|-79.8202|305168|Minerals surveyor|1997-04-11|615979184251|adults_2550_male_urban.json
681-29-3588|375638598182842|Sonya|Salazar|F|8698 Bradley Key Suite 733|Austin|TX|78752|30.3316|-97.7004|940359|Scientist, water quality|1988-09-25|502525337985|adults_2550_female_urban.json
753-17-6653|4094044750175058|Jason|Roberson|M|8990 Morris Locks Suite 223|San Diego|CA|92101|32.7185|-117.1593|1241364|Doctor, general practice|1975-04-10|198811773587|adults_50up_male_urban.json
246-03-1004|6011191069713635|Gerald|Miller|M|2028 Rodriguez Via|Ambler|PA|19002|40.1809|-75.2156|32412|Cytogeneticist|1949-02-05|172727684173|adults_50up_male_urban.json
696-98-1977|4245422492243023203|Adrian|Davis|M|8928 Joseph Freeway|Germantown|MD|20874|39.1355|-77.2822|82863|Learning mentor|1969-06-13|704638226846|adults_50up_male_urban.json
501-73-1571|3553295617629481|Denise|Moss|F|0897 Carpenter Lake Apt. 614|Goodlettsville|TN|37072|36.3417|-86.7212|30215|Accountant, chartered certified|1998-04-16|208528509540|adults_2550_female_urban.json
477-06-9789|630433602731|Theodore|Griffith|M|7261 Reese Tunnel Apt. 629|San Jose|CA|95138|37.2602|-121.7709|973849|Dancer|1987-01-03|353439210728|adults_2550_male_urban.json
685-70-9375|38738243821460|Christopher|Moore|M|83381 Vincent Islands|Woodbridge|NJ|07095|40.556|-74.2845|19844|Editor, commissioning|1998-03-05|179194069614|adults_2550_male_urban.json
616-04-6305|4094014412452294|Victoria|King|F|7089 Barbara Forks Suite 046|Jackson|MS|39209|32.3184|-90.2446|233060|Designer, graphic|1979-09-03|762844636486|adults_2550_female_urban.json
659-59-4561|2283583387895914|Monique|Drake|F|3094 Hoffman Lake|Dallas|TX|75214|32.8248|-96.7498|1263321|Teacher, English as a foreign language|1955-12-07|65908703424|adults_50up_female_urban.json
190-45-7816|4230070861869482|Roger|Long|M|7529 Joseph Gateway Suite 650|Norway|ME|04268|44.2127|-70.5601|5023|Surveyor, commercial/residential|1947-04-10|848848853958|adults_50up_male_urban.json
140-86-2284|30025254110555|Nancy|Thompson|F|26676 Kristi Port Suite 059|Versailles|KY|40383|38.0413|-84.7287|22408|Operational investment banker|1934-12-09|529578990170|adults_50up_female_urban.json
206-55-4369|4532065432614347|Sheena|Dominguez|F|1524 Laura Cape|Whitehall|PA|18052|40.6567|-75.5041|26902|Transport planner|1991-12-03|365351215059|adults_2550_female_urban.json
422-69-4055|4953122526497475|Kimberly|Brown|F|644 William Road Apt. 070|White Sulphur Springs|WV|24986|37.7827|-80.3129|5216|Psychiatrist|1976-08-19|88150770896|adults_2550_female_urban.json
750-09-0601|5544805694211875|Elizabeth|Willis|F|44910 Scott Square|Atlanta|GA|30328|33.9335|-84.3958|900273|Engineer, agricultural|1936-03-01|80263118518|adults_50up_female_urban.json
825-38-9340|4499306404121072|Andrew|Boone|M|05503 Michael Pike|Seminole|TX|79360|32.721|-102.6828|13574|Scientific laboratory technician|1932-02-05|603252678256|adults_50up_male_urban.json
397-54-0253|6551414835156095|Gregory|Adams|M|7021 Osborne Plains|Pearland|TX|77584|29.5405|-95.3208|112611|Network engineer|1961-04-04|112162462255|adults_50up_male_urban.json
126-16-1299|3527143593410612|Maria|Henderson|F|47255 David Square Apt. 737|Bayonne|NJ|07002|40.6664|-74.1192|63031|Cabin crew|1950-03-02|159716487595|adults_50up_female_urban.json
149-42-0522|180052408860966|Megan|Anderson|F|60109 Kimberly Village|Spring|TX|77382|30.2106|-95.5257|316665|Therapeutic radiographer|1948-03-06|111596570108|adults_50up_female_urban.json
723-35-0966|639099812971|Teresa|Rodriguez|F|288 Mathews Inlet|Cambridge|OH|43725|40.027|-81.582|20357|Camera operator|2004-08-17|778829745562|young_adults_female_urban.json
264-80-2458|373450266427380|Taylor|Hamilton|F|4811 Matthew Trafficway Apt. 927|New Bedford|MA|02740|41.6347|-70.9372|94905|Data scientist|1986-06-04|299871152144|adults_2550_female_urban.json
754-55-8073|38983677810700|Jorge|Macdonald|M|89351 James Track Apt. 579|Lake Park|GA|31636|30.6906|-83.1753|9539|Editor, magazine features|1983-12-06|614415526050|adults_2550_male_urban.json
255-56-6314|2292017295126608|Stephen|Hart|M|611 Angela Alley Apt. 909|Greensboro|NC|27407|36.0334|-79.8626|305168|Education administrator|1996-09-14|720086868259|adults_2550_male_urban.json
489-51-7921|4086333995061|Jeanne|Sullivan|F|0550 Deborah Junction Apt. 908|Las Cruces|NM|88011|32.3244|-106.6683|143900|Engineering geologist|2000-07-10|455451436489|adults_2550_female_urban.json
192-47-0786|3555644199412436|Jason|Long|M|29990 Ross Prairie Apt. 814|Poplar Bluff|MO|63901|36.7662|-90.4166|34665|Tree surgeon|1957-04-29|592178778963|adults_50up_male_urban.json
506-67-4318|3532177491176753|Jacob|Costa|M|3753 Martin Mission|Livermore|CA|94550|37.683|-121.763|83763|Manufacturing systems engineer|1948-06-28|947748188145|adults_50up_male_urban.json
182-80-5280|060483860395|Anthony|Coleman|M|675 Kennedy Land Apt. 515|Park Forest|IL|60466|41.479|-87.6828|22115|Fish farm manager|2005-06-14|726960629033|young_adults_male_urban.json
506-37-3309|3570812078003789|Ann|Smith|F|20823 Knox Via|Milwaukee|WI|53217|43.1409|-87.9073|817312|Ophthalmologist|1970-03-25|652876385632|adults_50up_female_urban.json
026-74-7603|378851661907642|Emily|Huang|F|3946 Ryan Rue|Hampton|VA|23665|37.0831|-76.36|136895|Counsellor|1971-11-18|756451707166|adults_50up_female_urban.json
478-89-7274|4105402602846556|Lauren|Orr|F|8864 Melissa Skyway Suite 453|Thomasville|NC|27360|35.8713|-80.0913|46084|Training and development officer|1993-05-28|72857202702|adults_2550_female_urban.json
181-30-8866|4614443373609085758|Courtney|Rojas|F|6318 Desiree Falls Apt. 024|Falls Creek|PA|15840|41.1455|-78.8128|1993|Therapist, horticultural|1971-11-20|705087343759|adults_50up_female_rural.json
816-44-2574|4615121676085|Tara|Ortiz|F|66589 Shaw Estate|Thibodaux|LA|70301|29.7992|-90.8096|43037|Insurance claims handler|1957-09-16|808009769228|adults_50up_female_urban.json
432-47-9050|4854044503986389|Stephen|Gonzalez|M|6908 Yolanda Hill Suite 029|Forest Grove|OR|97116|45.5981|-123.1818|24104|Ophthalmologist|2005-08-22|364185978460|young_adults_male_urban.json
188-88-9108|3515307079190485|Melissa|Black|F|50833 Pacheco Cliffs|O Fallon|MO|63366|38.8239|-90.7427|89535|Editorial assistant|1960-10-13|582424103848|adults_50up_female_urban.json
662-96-4121|371833788147424|Sophia|Johnson|F|82039 Mckenzie Circle Apt. 786|Winchester|MA|01890|42.453|-71.1441|21382|Product manager|1975-11-20|951105303572|adults_50up_female_urban.json
001-05-5257|4760367336141|Christopher|King|M|51632 Kim Station Apt. 482|New York City|NY|10010|40.7375|-73.9813|1577385|Geneticist, molecular|1996-09-07|264795827145|adults_2550_male_urban.json
559-44-1232|30275773061462|Alyssa|Vasquez|F|96400 Mandy Radial Apt. 568|Las Vegas|NV|89141|36.0104|-115.2073|1417793|Engineer, electrical|1964-11-13|935894527344|adults_50up_female_urban.json
615-84-6990|4838777654023475|Philip|Campbell|M|74028 Robert Knolls|Temecula|CA|92592|33.4983|-117.0958|114424|Plant breeder/geneticist|1996-08-29|377802981597|adults_2550_male_urban.json
229-86-6168|30562754540345|Lauren|Schmitt|F|759 Murphy Locks|Stamford|CT|06905|41.0888|-73.5435|122486|Hydrogeologist|1987-09-19|198296537404|adults_2550_female_urban.json
877-75-4293|30054476583902|Barry|Hart|M|9270 Mathews Pass Suite 287|Chatham|IL|62629|39.6737|-89.7112|12949|Biomedical scientist|1981-11-22|965728932373|adults_2550_male_urban.json
707-67-3824|4302997385442402943|Robert|Nichols|M|6886 Amber Mission|Miami|FL|33176|25.6574|-80.3627|1737737|Oncologist|1987-03-19|975813834150|adults_2550_male_urban.json
262-85-2853|30247711578733|John|Hahn|M|6162 Joy Forest|Great Falls|VA|22066|39.0039|-77.3083|18099|Multimedia specialist|1995-05-29|523695701736|adults_2550_male_urban.json
241-95-8644|3531403191666161|Carolyn|Francis|F|889 Mendoza Lock Apt. 182|Lisle|IL|60532|41.7862|-88.0879|27066|Education administrator|1990-01-15|508146258356|adults_2550_female_urban.json
645-81-2972|4768670716714898|Heather|Lynch|F|8523 Barajas Ranch Apt. 093|Orange Park|FL|32073|30.1637|-81.7291|98816|Horticulturist, commercial|1971-11-10|76272027339|adults_50up_female_urban.json
453-31-4115|372471155822185|Brian|Knight|M|1907 Ryan Mountains|Phoenix|AZ|85006|33.465|-112.0474|1312922|Physiotherapist|1997-10-23|734332649009|adults_2550_male_urban.json
847-15-3433|2294538336425509|Sarah|Woodward|F|21012 Gould Square|Monahans|TX|79756|31.5813|-102.9003|9066|Operations geologist|1981-10-21|358419975384|adults_2550_female_urban.json
611-09-4788|3597703170568259|Kristen|Lopez|F|3545 Ballard Way|Palmerton|PA|18071|40.817|-75.6011|10578|Engineer, automotive|1948-01-26|437165834116|adults_50up_female_urban.json
631-66-8448|4686364449810632|Paul|Bowers|M|92060 Taylor Prairie Suite 299|Spring Lake|NC|28390|35.183|-78.9786|19942|Counselling psychologist|1984-10-28|84852866111|adults_2550_male_urban.json
850-23-4364|30435069782094|Lauren|Clark|F|11203 Jennifer Ridges Apt. 990|Cincinnati|OH|45249|39.2692|-84.3307|795220|Civil Service fast streamer|1993-05-03|976542766735|adults_2550_female_urban.json
683-87-6022|3547616806803042|Monica|Bond|F|4680 Linda Trafficway|Bradenton|FL|34209|27.4759|-82.6167|216518|Engineer, control and instrumentation|1983-01-25|898157141793|adults_2550_female_urban.json
281-28-3937|6011574321115493|Gary|Welch|M|179 Caitlyn Ville|Beardstown|IL|62618|40.0044|-90.4229|7955|Wellsite geologist|1954-09-05|724987580839|adults_50up_male_urban.json
886-09-3850|6517659205948363|Alexander|Hudson|M|68011 English View|Atlanta|GA|30329|33.8236|-84.3214|900273|Engineer, technical sales|1950-03-25|816000960896|adults_50up_male_urban.json
640-50-4784|4534973200961|Andrew|Wilson|M|3053 Laura Key|Pennsville|NJ|08070|39.6491|-75.5155|13059|Podiatrist|1962-11-11|192178392539|adults_50up_male_urban.json
694-72-8959|3549704648555166|Kelly|Clark|M|57411 Mike Port Apt. 038|San Bernardino|CA|92405|34.1446|-117.3013|236660|TEFL teacher|1977-03-09|760525293529|adults_2550_male_urban.json
788-52-8153|30095218586802|Dean|Cowan|M|90088 Mark Turnpike Suite 783|Houston|TX|77024|29.7696|-95.5201|2906700|Transport planner|1991-05-06|900719300435|adults_2550_male_urban.json
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json
281-02-5234|060418136176|Sherry|Smith|F|541 Evelyn Shores Suite 810|Brooklyn|NY|11219|40.6336|-73.996|2504700|Television floor manager|1950-01-21|744250928418|adults_50up_female_urban.json
326-42-4080|3525561441298701|Amy|Pittman|F|215 Brianna Coves|Robards|KY|42452|37.6758|-87.5266|2141|Research scientist (maths)|1998-06-27|475909474967|adults_2550_female_rural.json
099-40-8440|4409652612168|Robert|Gutierrez|M|100 Caleb Station Apt. 301|Warren|IN|46792|40.6886|-85.4183|3499|Personnel officer|1988-11-10|637608324464|adults_2550_male_urban.json
346-48-6393|4323836841434466|Stephanie|Thompson|F|749 Lee Flats|Crimora|VA|24431|38.1684|-78.8413|2656|Science writer|1954-07-16|802555989435|adults_50up_female_urban.json
657-02-5616|3509428168362575|Katherine|Miller|F|74105 Sabrina Keys Suite 981|Seminole|OK|74868|35.2521|-96.6683|13152|Midwife|1987-11-28|370825637493|adults_2550_female_urban.json
320-76-5854|3529643522173288|Elizabeth|Baker|F|298 Elizabeth Brooks Apt. 917|Espanola|NM|87532|35.9872|-106.0717|18408|Drilling engineer|1994-05-17|345246473096|adults_2550_female_urban.json
670-83-3998|3520457813145627|Nathan|Perez|M|24130 Darrell Fords|Cortland|NY|13045|42.5952|-76.1857|30112|Brewing technologist|1967-03-20|465066322774|adults_50up_male_urban.json
315-24-1371|4778055922770260491|John|Dean|M|987 Michael Skyway Suite 411|Bettendorf|IA|52722|41.5509|-90.4942|34754|Engineer, mining|1971-11-21|14378094926|adults_50up_male_urban.json
708-56-4751|3572763396800711|Thomas|Gilbert|M|5052 Brandon Circles Apt. 704|Canoga Park|CA|91304|34.2197|-118.6111|77086|Curator|1970-04-13|406732079521|adults_50up_male_urban.json
743-29-3858|4381433161669746|Megan|Pruitt|F|707 Daniel Pine Suite 111|Arabi|LA|70032|29.9612|-89.9965|3635|Merchant navy officer|1978-04-25|599122545639|adults_2550_female_urban.json
132-31-9551|567155860263|Eric|Clark|M|458 Dawson Streets|Hyattsville|MD|20785|38.9223|-76.8755|150988|Telecommunications researcher|1979-07-20|226991924657|adults_2550_male_urban.json
832-36-7565|4508057117844406|Antonio|Quinn|M|942 Parker Fort Suite 936|Hackett|AR|72937|35.1945|-94.3983|3858|Newspaper journalist|1960-08-21|313756639044|adults_50up_male_urban.json
774-51-7513|5488161827734773|Dwayne|Butler|M|2733 Danielle Village Apt. 567|Huntsville|AL|35810|34.7784|-86.6091|190178|Journalist, newspaper|1960-01-29|312909680124|adults_50up_male_urban.json
219-43-4544|4579707907704558|Tracy|Johnson|F|73141 Thomas Keys|Mount Sinai|NY|11766|40.9271|-73.0127|12635|Theatre manager|1984-02-26|116717496210|adults_2550_female_urban.json
589-81-9081|377240555251773|Dylan|Schmidt|M|2642 Robinson Inlet Apt. 822|North Little Rock|AR|72117|34.7658|-92.1524|69370|Aeronautical engineer|1964-08-26|138232819968|adults_50up_male_urban.json
075-01-6855|4072652014876096733|Jeffrey|Brooks|M|321 Price Villages|Queens Village|NY|11427|40.7277|-73.7489|67866|Writer|1977-05-03|868421460576|adults_2550_male_urban.json
384-94-0018|6506961588445238|James|Carpenter|M|10020 Vasquez Summit Apt. 406|Brenham|TX|77833|30.1774|-96.4028|27492|Cytogeneticist|1948-09-05|103880231349|adults_50up_male_urban.json
123-90-7640|349679296058655|David|Avery|M|2207 Rachel Forge|Virginia Beach|VA|23453|36.776|-76.0766|437994|Careers information officer|1985-10-28|755012420439|adults_2550_male_urban.json
467-59-2759|4874995893674289|Monica|Johnson|F|7873 David Circles Apt. 052|Johnstown|OH|43031|40.1445|-82.6973|12318|Telecommunications researcher|1956-03-07|580713414010|adults_50up_female_urban.json
169-19-3447|38504480632444|Joshua|Lynch|M|0412 Garcia Stream Suite 542|Tonopah|AZ|85354|33.4228|-112.9528|6645|Psychologist, sport and exercise|1964-10-21|273097825190|adults_50up_male_urban.json
603-74-7682|503814616903|Eric|Caldwell|M|29654 Miller Summit|Spring|TX|77388|30.0505|-95.4695|316665|Armed forces operational officer|1968-02-14|875132152823|adults_50up_male_urban.json
502-60-0543|4705035623724644|Raymond|Hendrix|M|48511 Rhonda Island Suite 322|Plainfield|IL|60586|41.5642|-88.2178|94521|Operations geologist|1964-12-02|663508960780|adults_50up_male_urban.json
119-10-8051|180012592729161|Linda|Raymond|F|92538 Jones Mills|Missoula|MT|59801|46.8563|-114.0252|90987|Lawyer|1982-11-10|948288591682|adults_2550_female_urban.json
400-12-8028|6572245883660793|Justin|Young|M|83378 Philip Roads Apt. 592|Jacksonville|FL|32207|30.2908|-81.632|847415|Neurosurgeon|1967-06-25|573011550093|adults_50up_male_urban.json
660-67-0387|213179565300022|Robin|Washington|F|93604 Russo River Apt. 803|Columbus|OH|43228|39.9648|-83.126|783285|Environmental education officer|1966-08-03|882412214710|adults_50up_female_urban.json
146-88-1827|4472793922680|Lisa|Sawyer|F|2762 Jessica Trace Apt. 698|Rochester|MI|48307|42.6593|-83.1225|97195|Engineer, site|1985-04-09|825240639502|adults_2550_female_urban.json
696-61-2849|213195981618094|Rebecca|Fuentes|F|880 Smith Fords|O Fallon|MO|63368|38.7513|-90.7296|89535|Exercise physiologist|1988-01-27|796261323612|adults_2550_female_urban.json
151-35-4951|342759426732721|Cathy|Hernandez|F|3250 Philip Way Apt. 297|Akron|OH|44310|41.1075|-81.5006|272134|Forensic scientist|1952-08-13|104631809440|adults_50up_female_urban.json
682-51-5542|3560862495133968|Jeffery|Griffith|M|5296 Manning Neck Apt. 181|Augusta|GA|30906|33.3589|-82.0099|202193|Engineer, petroleum|1958-03-24|987466955691|adults_50up_male_urban.json
004-59-2541|4918465506367|Kevin|Beck|M|67655 Shelly Ranch Suite 697|Norfolk|VA|23505|36.9168|-76.2875|242803|Optician, dispensing|1980-07-06|812012710586|adults_2550_male_urban.json
203-49-4502|4143704342491626312|Kathleen|Harrison|F|422 Corey Ferry Suite 219|Honolulu|HI|96814|21.2998|-157.8439|403114|Quantity surveyor|2001-10-17|100988485022|young_adults_female_urban.json
895-88-9443|564731751025|Kevin|Diaz|M|850 Joe Mountains|Colorado Springs|CO|80922|38.905|-104.6982|525713|Chiropractor|1973-06-07|326522293266|adults_50up_male_urban.json
754-42-1435|4634317191635|Timothy|Gonzalez|M|7154 John Route Apt. 541|Cincinnati|OH|45239|39.2045|-84.5799|795220|Radio producer|1965-03-12|454411028611|adults_50up_male_urban.json
145-89-2411|630482994583|Michael|Thompson|M|7186 Katherine Shore Apt. 625|Gakona|AK|99586|62.6682|-144.1105|605|Hospital doctor|1982-03-17|663988723994|adults_2550_male_rural.json
310-42-4077|3551338613674614|Jessica|Jordan|F|4337 Timothy Skyway|Ontario|CA|91761|34.0316|-117.6187|166856|Fast food restaurant manager|2001-02-05|517039129238|young_adults_female_urban.json
511-90-4255|30069531217890|Eric|Smith|M|729 Griffin Divide Apt. 418|Bel Air|MD|21014|39.5394|-76.3564|63810|Planning and development surveyor|1971-01-15|670743768226|adults_50up_male_urban.json
631-97-1733|4787586474019253|Haley|Wiley|F|5046 Ryan Hill Apt. 840|Folsom|CA|95630|38.6709|-121.1529|72180|Ergonomist|1946-02-04|960367596824|adults_50up_female_urban.json
866-49-7812|375769094142509|Luis|Long|M|038 Lucas Estates Apt. 313|Louisville|KY|40241|38.3045|-85.5815|736284|Database administrator|2007-02-28|681258014978|young_adults_male_urban.json
498-66-3542|4585991977638586921|Charles|Marquez|M|76366 Wayne Court Apt. 716|Philadelphia|PA|19124|40.0178|-75.0895|1526206|Metallurgist|1983-11-15|235627121475|adults_2550_male_urban.json
351-77-5454|349450698958292|Deborah|Gutierrez|F|972 Nguyen Road|North Charleston|SC|29418|32.893|-80.0458|71702|Health and safety inspector|1991-03-08|490147684668|adults_2550_female_urban.json
718-99-4903|4491421544096|James|Kirby|M|2857 Johnson Brooks|Kingman|KS|67068|37.5964|-98.1304|4354|Merchant navy officer|1976-02-21|816726189274|adults_2550_male_urban.json
497-82-7623|565476630779|Kelly|Lawson|M|09065 Christy Haven Apt. 723|Douglasville|GA|30135|33.6989|-84.7454|105268|Health visitor|1970-06-22|888846107440|adults_50up_male_urban.json
372-93-0685|4170829220925139008|Cassie|Watts|F|14747 Christina Centers|Clintonville|WI|54929|44.6364|-88.743|8746|Loss adjuster, chartered|1934-08-25|408018532385|adults_50up_female_urban.json
247-62-8258|4497574568444|Brandy|Reyes|F|38846 Jones Canyon|Prairie View|TX|77446|30.0836|-95.9866|5217|Engineer, maintenance (IT)|1969-05-26|320889653287|adults_50up_female_urban.json
811-07-9162|4130160644903590|Dana|Cowan|F|7334 Savannah Station|Idaho Falls|ID|83401|43.5518|-111.8919|101543|Archivist|1996-08-25|837334442716|adults_2550_female_urban.json
465-15-8963|3518216063923180|Tanya|Murray|F|108 Eric Ways|Kuna|ID|83634|43.487|-116.3819|24494|Fashion designer|1936-05-10|596650004918|adults_50up_female_urban.json
409-74-7859|639025795357|Jenny|Nelson|F|93547 Alexandra Gateway|Whiteriver|AZ|85941|33.8021|-109.9937|9941|Therapist, drama|2001-07-15|622683262789|young_adults_female_urban.json
